ranking_2025,nit,razon_social,supervisor,región,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,ingresos_operacionales_2024,ganancia_pérdida_2024,total_activos_2024,total_pasivos_2024,total_patrimonio_2024,ranking_20251
1707,830512347,CONCREMOVIL SAS,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA-SANTANDER,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",MANUFACTURA,171780714,5355220,46460909,37951884,8509025,144621927.0,7596590.0,46044711.0,35294316.0,10750395.0,1707
1708,901029016,GRUPO CENAGRO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,171770540,-833868,50610947,39358947,11252000,156702020.0,-878930.0,55843680.0,43757812.0,12085868.0,1708
1709,900115931,EMPRESA PUBLICA DE ALCANTARILLADO DE SANTANDER S.A. E.S.P.,SUPERSERVICIOS,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA,E3700 - Evacuación y tratamiento de aguas residuales,SERVICIOS,171546302,15555633,528137119,36503185,491633934,160903147.0,18596367.0,513335003.0,37256702.0,476078301.0,1709
1710,830095169,DSM NUTRITIONAL PRODUCTS COLOMBIA SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,171429651,-2457862,107455171,76188144,31267027,172767421.0,-8921650.0,120994419.0,87269530.0,33724889.0,1710
1711,900294380,LH S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,171220489,30733664,256091841,121743663,134348178,137869151.0,19376333.0,207427338.0,100298261.0,107129077.0,1711
1712,900378966,INVERSIONES VADISA SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",COMERCIO,171038211,1376661,139620035,114719708,24900327,159575703.0,3035433.0,114193061.0,92415202.0,21777859.0,1712
1713,901229878,SOMOS BOGOTA USME S.A.S.,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",H4921 - Transporte de pasajeros,SERVICIOS,171022862,25165725,63387670,46422469,16965201,154535240.209,20956664.427,66729944.356,51284048.078,15445897.193,1713
1714,900076284,COENERSA S.A.S E.S.P.,SUPERSERVICIOS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",D3514 - Comercialización de energía eléctrica,SERVICIOS,171001419,9003483,173535862,58432145,115103717,202717363.0,48133285.0,230791280.0,124691046.0,106100234.0,1714
1715,901310399,KREDIYA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,170823987,10810745,181000238,141902834,39097404,120792885.0,22764779.0,96351347.0,68064688.0,28286659.0,1715
1716,800156889,DISTRIBUIDORA KIRAMAR S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,BELLO-ANTIOQUIA,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,COMERCIO,170819313,2626398,74796505,47164865,27631640,137416452.0,223253.0,66159594.0,41154352.0,25005242.0,1716
1717,860063830,ESTILO INGENIERIA SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4329 - Otras instalaciones especializadas,CONSTRUCCIÓN,170783943,14209606,168791099,131131501,37659598,157971938.0,7113140.0,173040416.0,151067731.0,21972685.0,1717
1718,800192105,RECIRDAR PREVISION EXEQUIAL TOTAL SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,S9603 - Pompas fúnebres y actividades relacionadas,SERVICIOS,170722096,17598794,150909207,100192748,50716459,149759400.0,11076311.0,139554108.0,106436443.0,33117665.0,1718
1719,900442933,SCRIBE COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,170607228,6293270,280764856,123538477,157226379,156989464.0,7182144.0,265336283.0,117351863.0,147984420.0,1719
1720,860013809,PRODENVASES S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C3290 - Otras industrias manufactureras n.c.p.,MANUFACTURA,170519687,12931084,172307480,122987680,49319800,151971827.0,9805498.0,151899611.0,107967531.0,43932080.0,1720
1721,890900424,MICROPLAST ANTONIO PALACIO CIA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,170518742,24987804,369018178,35717923,333300255,186473217.0,25269760.0,353681978.0,57065910.0,296616068.0,1721
1722,811047208,JARAMILLO PETS Y CIA SCA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4690 - Comercio al por mayor no especializado,COMERCIO,170497184,27485416,210829353,36772208,174057145,162681355.0,27843587.0,185106584.0,38534855.0,146571729.0,1722
1723,830046757,CIA. INTERNACIONAL DE ALIM ENTOS AGROPECUARIOS CIALTA S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,170311580,4968312,98169847,41235975,56933872,150797179.0,3667902.0,88272814.0,36307256.0,51965558.0,1723
1724,900610518,DESPEGAR COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N7911 - Actividades de las agencias de viaje,SERVICIOS,170074550,-25171349,110757437,206746209,-95988772,145669484.0,-32100247.0,115410992.0,186275936.0,-70864944.0,1724
1725,890331426,ADIELA DE LOMBANA SA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,170002333,2279980,78842757,62037461,16805296,148455089.0,875179.0,68340144.0,53925938.0,14414206.0,1725
1726,832008464,COMPAÑIA LECHERA DE EL MORTIÑO S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COGUA-CUNDINAMARCA,C1040 - Elaboración de productos lácteos,MANUFACTURA,169937601,1391908,46393068,27710767,18682301,155872372.0,1396334.0,44596721.0,27306328.0,17290393.0,1726
1727,900469230,BIGFOOT COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,TENJO-CUNDINAMARCA,G4791 - Comercio al por menor realizado a través de internet,COMERCIO,169785849,-22550109,69818643,226391971,-156573328,148978220.0,-31317709.0,80195716.0,214245472.0,-134049756.0,1727
1728,890903910,RADIO CADENA NACIONAL SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora,SERVICIOS,169763148,-39029317,295423183,136122604,159300579,176895180.0,-46290300.0,229264780.0,69016326.0,160248454.0,1728
1729,800007122,COLEGAS S.A.S.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,169692069,670971,34229601,27161706,7067895,149259367.0,662241.0,32554913.0,26157989.0,6396924.0,1729
1730,900491651,SANTANDER FINANCING SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7020 - Actividades de consultoría de gestión,SERVICIOS,169600908,1777290,76023899,59579377,16444522,126201611.0,9354048.0,63035708.0,48368476.0,14667232.0,1730
1731,901203407,RB HEALTH COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,169463622,30024177,141782912,53767332,88015580,133754388.0,18963710.0,95927872.0,37386803.0,58541069.0,1731
1732,890203023,COMPAÑIZ AUTOMOTRIZ DIESEL S.A. CODIESEL S.A.,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,GIRON-SANTANDER,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,169435883,1001785,76990795,59001223,17989572,126240127.0,-600722.0,61359310.0,44344638.0,17014672.0,1732
1733,800078108,MORE PRODUCTS S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4690 - Comercio al por mayor no especializado,COMERCIO,169339902,5981314,155309153,123238663,32070490,136134042.0,4933744.0,132113029.0,100017738.0,32095291.0,1733
1734,860002537,COMPAÑÍA COLOMBIANA DE EMPAQUES BATES SA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,PALMIRA-VALLE,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,169165105,17480748,395405087,57036345,338368742,182485084.0,21633523.0,381888183.0,61262550.0,320625633.0,1734
1735,811044788,MUNDIAL DE REPUESTOS DE MOTOS SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",COMERCIO,169122366,6373584,64151260,37586832,26564428,127998169.0,4828668.0,52502417.0,31111572.0,21390845.0,1735
1736,900136788,FORUS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,COMERCIO,168797513,8623811,151551857,71393742,80158115,148035722.0,3831805.0,117380088.0,45845784.0,71534304.0,1736
1737,800251760,BIOTOSCANA FARMA S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,168704052,4974820,159944204,101592213,58351991,172024760.0,-5180479.0,170447566.0,118387600.0,52059966.0,1737
1738,901299581,PRODUCTOS FAMILIA DE RIONEGRO SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,RIONEGRO-ANTIOQUIA,C1523 - Fabricación de partes de calzado,MANUFACTURA,168663876,11936242,279636492,95830445,183806047,135306138.0,7765537.0,246318146.0,74448341.0,171869805.0,1738
1739,860003628,HACIENDA LA CABAÑA SA EN REORGANIZACION,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1031 - Extracción de aceites de origen vegetal crudos,MANUFACTURA,168445339,12857005,379735542,72368178,307367364,150990143.0,743266.0,360826193.0,72948045.0,287878148.0,1739
1740,890315430,AGRICOLA COLOMBIANA SA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,A0145 - Cría de aves de corral,AGROPECUARIO,168444117,12854658,178954488,73780894,105173594,166412630.0,16390851.0,149305030.0,56611359.0,92693671.0,1740
1741,892099421,COOPERATIVA DE TRANSPORTADORES DE TAME COOTRANSTAME,SUPERTRANSPORTE,LLANOS ORIENTALES,ARAUCA,TAME,H4923 - Transporte de carga por carretera,SERVICIOS,168344103,2340116,52726597,32188966,20537631,146887489.257,2088786.05,44399669.916,27655911.73,16743758.186,1741
1742,860015300,PARQUES Y FUNERARIAS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,S9603 - Pompas fúnebres y actividades relacionadas,SERVICIOS,168199783,36564147,523556771,359701905,163854866,142097828.0,47310247.0,491390015.0,341977496.0,149412519.0,1742
1743,890203194,"LABORATORIOS CHALVER DE COLOMBIA S,A",SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,168078571,7111921,148483371,49685289,98798082,181968895.0,6228486.0,157266143.0,59974495.0,97291648.0,1743
1744,860006282,HB ESTRUCTURAS METALICAS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,168018412,15320046,896712490,407218972,489493518,129755585.0,8238002.0,836868292.0,380067669.0,456800623.0,1744
1745,802006730,INTERGLOBAL SEGURIDAD Y VIGILANCIA LTDA. EN REORGANIZACION,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,N8010 - Actividades de seguridad privada,SERVICIOS,167960845,1352193,72671304,36074090,36597214,144355338.0,2535703.0,69879426.0,34634405.0,35245021.0,1745
1746,800070312,C.I SILICAR S A S,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,GALAPA-ATLANTICO,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,167898012,3851021,41164919,20646007,20518912,163376661.0,4055037.0,38476348.0,21808457.0,16667891.0,1746
1747,900749336,ALMAEXPERIENCE COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8220 - Actividades de centros de llamadas (call center),SERVICIOS,167703693,15434411,80982109,25291675,55690434,155212190.0,6953131.0,79421575.0,39165552.0,40256023.0,1747
1748,860069284,AGROCAMPO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",COMERCIO,167684691,4146116,203571454,81732851,121838603,165533843.0,3713023.0,175047709.0,57355222.0,117692487.0,1748
1749,800210556,PASAR EXPRESS SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,H5320 - Actividades de mensajería,SERVICIOS,167615415,780681,114462597,81928837,32533760,145730538.0,15747157.0,85769206.0,54016127.0,31753079.0,1749
1750,900028111,TURGAS S.A. E.S.P.,SUPERSERVICIOS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías,SERVICIOS,167597749,5568187,117040771,68345832,48694939,154980106.0,1807287.0,112390359.0,69263607.0,43126752.0,1750
1751,811025446,TRONEX S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4690 - Comercio al por mayor no especializado,COMERCIO,167485021,-5083549,225387006,88735158,136651848,160433024.0,-3512021.0,201091067.0,71292653.0,129798414.0,1751
1752,800146643,CONGRUPO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,167355080,-207252,129143490,70035666,59107824,164848441.0,4389391.0,130535485.0,75074185.0,55461300.0,1752
1753,891200162,PUYO SA,SUPERSOCIEDADES,PACÍFICO,NARIÑO,PASTO-NARINO,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,167243922,2468738,51151304,35795353,15355951,137917861.0,2007367.0,46839814.0,32952601.0,13887213.0,1753
1754,901544962,CONCESIONARIA NUEVA FISCALIA SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,F4112 - Construcción de edificios no residenciales,CONSTRUCCIÓN,167239373,8121984,467884928,441874175,26010753,249265195.0,14157745.0,451850516.0,433961747.0,17888769.0,1754
1755,800022127,ESTUDIOS PROYECTOS E INVERSIONES DE LOS ANDES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,167178608,217677749,1436148206,105881527,1330266679,25384882.0,10493213.0,1503753697.0,273355616.0,1230398081.0,1755
1756,900218736,CONVATEC COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,167128014,3337390,137601901,96789491,40812410,147608476.0,1334536.0,112415510.0,74940490.0,37475020.0,1756
1757,900042474,TELCOS INGENIERIA SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4321 - Instalaciones eléctricas,CONSTRUCCIÓN,167023207,229288,74034161,56907688,17126473,151085528.0,99633.0,79733230.0,62836045.0,16897185.0,1757
1758,891104736,PROCESADORA Y COMERCIALIZADORA DE ALIMENTOS S.A. EN REORGANIZACION,SUPERSOCIEDADES,CENTRO,HUILA,NEIVA-HUILA,A0322 - Acuicultura de agua dulce,AGROPECUARIO,166869166,2580091,68449367,25920435,42528932,127473035.0,2769721.0,55388693.0,17902039.0,37486654.0,1758
1759,890935493,MAPEI COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,C2399 - Fabricación de otros productos minerales no metálicos n.c.p.,MANUFACTURA,166869078,-4335859,156460224,38016244,118443980,148048765.0,-4709856.0,128743600.0,38319354.0,90424246.0,1759
1760,800127132,FEILO SYLVANIA COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,166805421,18830131,110305654,19297456,91008198,158951222.0,19329851.0,112510023.0,21942988.0,90567035.0,1760
1761,890320250,COLOMBIANA DE MOLDEADOS SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,BUGA-VALLE,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,166790232,27000124,184919572,51677809,133241763,145596049.0,24899074.0,176291808.0,51823054.0,124468754.0,1761
1762,900943048,PWC CONTADORES Y AUDITORES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",SERVICIOS,166419330,2400969,102447373,58282015,44165358,153286628.0,4143895.0,106270697.0,64531308.0,41739389.0,1762
1763,890206351,SISTEMAS Y COMPUTADORES S.A.,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,FLORIDABLANCA-SANTANDER,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",SERVICIOS,166379510,34636376,180476491,39615732,140860759,168598024.0,40130999.0,182999630.0,48398908.0,134600722.0,1763
1764,800209893,DISPETROCOM LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,166372394,892926,37451530,32559405,4892125,126461572.0,687711.0,28167979.0,24267994.0,3899985.0,1764
1765,900632938,ESTRELLA ANDINA S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,166021599,1575732,164145756,94652762,69492994,155118737.0,-2205400.0,163925135.0,96007873.0,67917262.0,1765
1766,900743592,OPPERAR COLOMBIA S.A.S.,SUPERTRANSPORTE,ANTIOQUIA,ANTIOQUIA,MEDELLÍN,H5229 - Otras actividades complementarias al transporte,SERVICIOS,165976903,442085,89556250,85802422,3753830,155198658.117,319481.306,78002975.92,74691231.809,3311744.111,1766
1767,890204199,AVIMOL S.A.S.,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA-SANTANDER,C1051 - Elaboración de productos de molinería,MANUFACTURA,165973550,-7958196,150424103,97866592,52557511,182274966.0,3248478.0,160294478.0,99875783.0,60418695.0,1767
1768,860005265,GASEOSAS COLOMBIANAS S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas",MANUFACTURA,165938857,4258224,484350942,326768526,157582416,618553663.0,3240320.0,497470284.0,224600685.0,272869599.0,1768
1769,860035047,INTERAMERICANA DE PRODUCTOS QUIMICOS S.A,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,165726948,21161913,183750191,20173555,163576636,166213155.0,15753644.0,174648968.0,27234245.0,147414723.0,1769
1770,830123806,PINT PHARMA COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,165683891,3153293,91617989,84435508,7182481,143073019.0,-3291740.0,80769039.0,76739851.0,4029188.0,1770
1771,805021435,DISTRIBUIDORES DE LUBRICANTES Y COMBUSTIBLES DISTRICOL LTDA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CANDELARIA-VALLE,"G4732 - Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",COMERCIO,165467487,1498579,57373889,40772815,16601074,162474070.0,749782.0,57847754.0,42745258.0,15102496.0,1771
1772,800020719,PROSERVIS EMPRESA DE SERVICIOS TEMPORALES SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,N7820 - Actividades de empresas de servicios temporales,SERVICIOS,165308227,1616292,21405488,14704191,6701297,151516402.0,865282.0,21095092.0,14735069.0,6360023.0,1772
1773,900314952,EMPAQUETADOS EL TRECE S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,165297690,239604,60568527,48779389,11789138,160262135.0,991025.0,59275029.0,47725495.0,11549534.0,1773
1774,900149606,EXCAVACIONES Y PROYECTOS DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,B0990 - Actividades de apoyo para otras actividades de explotación de minas y canteras,MINERO,165246841,4052434,142977156,3116209,139860947,337016219.0,51258897.0,251450144.0,37625231.0,213824913.0,1774
1775,817000790,FORSA S.A,SUPERSOCIEDADES,PACÍFICO,CAUCA,GUACHENE-CAUCA,C2511 - Fabricación de productos metálicos para uso estructural,MANUFACTURA,165146204,14730339,118641994,64497901,54144093,131268220.0,-2064958.0,109929445.0,62830472.0,47098973.0,1775
1776,890399032,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,SUPERSERVICIOS,PACÍFICO,VALLE DEL CAUCA,CALI,"E3600 - Captación, tratamiento y distribución de agua",SERVICIOS,165100861,18984995,677097752,231196629,445901123,155096484.0,19248881.0,663334523.0,239027981.0,424306542.0,1776
1777,890204797,COMERTEX S.A.S,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,GIRON-SANTANDER,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,165086738,3330993,120170842,77097107,43073735,142166735.0,1086271.0,108683887.0,67902873.0,40781014.0,1777
1778,800044807,STEPAN COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,164728807,4889792,96222381,25578610,70643771,151021023.0,3796261.0,110746213.0,44992234.0,65753979.0,1778
1779,900625898,ESTACIONES INNOVADORAS S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,164645981,4482954,47100377,22159375,24941002,133359147.0,204868.0,40214461.0,19756413.0,20458048.0,1779
1780,860007668,ALAMBRES Y MALLAS SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,164518993,4250858,159949670,46515008,113434662,174774193.0,10627169.0,176526647.0,61724278.0,114802369.0,1780
